,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,88.7960433959961,91.02749633789062,91.83999633789062,91.27999877929688,110737200.0,2.0,3.048284408016002,94.06919070834947,80.47755993251967,62.91552984055533,101.79003173257198,63.39762950429905,84.76500015258789,78.54266675313313,30.959999084472656,14.664581959036067
0,2020-07-01,AMGN,223.82113647460938,255.1199951171875,256.2300109863281,235.52000427246094,6575800.0,2.0,2.0948284243834223,240.97216660996594,215.87683241347156,54.127825585214275,279.51778075462397,50.20015932901407,227.6443333943685,229.62749938964845,30.959999084472656,14.664581959036067
0,2020-07-01,AXP,88.99650573730469,94.05000305175781,96.95999908447266,95.25,3301000.0,2.0,-0.4124325688193977,114.77328512289614,89.79571664712338,48.79579140021063,-66.79287779255037,1.8689528413857146,100.08700052897136,93.35933329264323,30.959999084472656,14.664581959036067
0,2020-07-01,BA,180.32000732421875,180.32000732421875,190.61000061035156,185.8800048828125,49036700.0,2.0,5.6527549842544715,221.71840731711637,161.24959195046176,51.78659999359672,23.71676145652958,11.106431659932984,176.44200032552084,156.7273339589437,30.959999084472656,14.664581959036067
0,2020-07-01,CAT,114.79190826416016,126.05999755859375,129.39999389648438,129.3800048828125,2807800.0,2.0,1.418333833602773,137.7811292937451,117.90887467354005,54.28876186073555,42.46067064398867,10.267837443660065,124.88400090535482,119.06333338419596,30.959999084472656,14.664581959036067
0,2020-07-01,CRM,191.04190063476562,191.88999938964844,192.82000732421875,188.10000610351562,4754600.0,2.0,3.9378711546797547,194.09352668266047,168.25347343940985,57.22625848315681,135.6845351572439,32.74173248334573,179.6980005900065,170.58233388264975,30.959999084472656,14.664581959036067
0,2020-07-01,CSCO,40.386619567871094,46.060001373291016,46.720001220703125,46.540000915527344,17129500.0,2.0,0.2508379477111973,48.404011840561836,44.06598823573211,54.037685883452035,15.872511160664953,23.756887965870522,46.105333455403645,44.2615000406901,30.959999084472656,14.664581959036067
0,2020-07-01,CVX,72.75119018554688,87.62000274658203,90.7699966430664,89.27999877929688,6379400.0,2.0,-1.2863985573576855,102.81716947560264,83.29483003611611,48.56664328127745,-93.42631832257614,3.419452508828798,92.93333307902019,90.6651668548584,30.959999084472656,14.664581959036067
0,2020-07-01,DIS,112.12560272216797,113.01000213623047,115.5999984741211,112.81999969482422,11930900.0,2.0,-1.047593542834207,128.27927673751395,106.20672103470282,49.14439079221317,-87.5338182078938,3.3723395927238125,117.89633255004883,111.55466664632162,30.959999084472656,14.664581959036067
0,2020-07-01,GS,177.85740661621094,197.57000732421875,199.74000549316406,198.8800048828125,2620100.0,2.0,0.4521542342803002,223.27604741768906,187.90395288748672,51.167497056011335,-36.973453814304875,4.331679858173535,201.975,190.42166697184246,30.959999084472656,14.664581959036067
0,2020-07-01,HD,223.94935607910156,248.14999389648438,250.3300018310547,249.64999389648438,3677300.0,2.0,2.1401057990617858,258.44600692954253,239.306996000145,55.01905899189398,16.093175691664285,10.390662599612154,247.77033437093098,232.08516667683918,30.959999084472656,14.664581959036067
0,2020-07-01,HON,132.2619171142578,144.11000061035156,146.47999572753906,145.22000122070312,2609500.0,2.0,-0.5264695091081251,163.33859378671679,133.95340908193555,50.212043225257055,-33.04548071124566,12.39155632567078,147.12800140380858,141.50550066630046,30.959999084472656,14.664581959036067
0,2020-07-01,IBM,92.68871307373047,113.32695770263672,115.8986587524414,114.98088073730469,4869967.0,2.0,-1.3416625486977978,129.16549750542507,108.0228379132761,48.09478439487514,-74.31044595612234,1.9230206828926522,118.40407892862956,117.11679407755534,30.959999084472656,14.664581959036067
